BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/15/2017,2/15/2017,FOOD & BEVERAGE,42.52,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/17/2017,2/17/2017,FOOD & BEVERAGE,54.62,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/14/2016,12/14/2016,FOOD & BEVERAGE,13.23,2016,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/15/2016,12/15/2016,FOOD & BEVERAGE,29.44,2016,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/16/2016,12/16/2016,FOOD & BEVERAGE,103.15,2016,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0498021,CAMMACK KATHRYN C.,8/31/2016,8/31/2016,FOOD & BEVERAGE,78.85,2016,CAMMACK KATHRYN C.
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912183,CARSTENSEN JAMES D.,2/15/2017,2/22/2017,FOOD & BEVERAGE,187.77,2017,CARSTENSEN JAMES D.
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-LIVING HISTORY FARMS A,1/29/2017,2/28/2017,FOOD & BEVERAGE,700,2017,CITI PCARD-LIVING HISTORY FARMS A
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0496159,SMITH SIERRA L.,2/7/2017,2/28/2017,FOOD & BEVERAGE,149.35,2017,SMITH SIERRA L.
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480681,SWANSON JOSEPH A.,12/7/2016,12/7/2016,FOOD & BEVERAGE,11,2016,SWANSON JOSEPH A.
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/13/2017,1/13/2017,FOOD & BEVERAGE,134.78,2017,BOISE CASCADE COMPANY
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/10/2017,3/10/2017,FOOD & BEVERAGE,178.71,2017,BOISE CASCADE COMPANY
Z000017,HON. LEE M. ZELDIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/5/2017,3/5/2017,FOOD & BEVERAGE,19.09,2017,BOISE CASCADE COMPANY
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0481100,IMPACTOFFICE,1/17/2017,1/18/2017,FOOD & BEVERAGE,684.91,2017,IMPACTOFFICE
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0481101,IMPACTOFFICE,1/9/2017,1/9/2017,FOOD & BEVERAGE,123.92,2017,IMPACTOFFICE
,COMMITTEE ON APPROPRIATIONS,2017Q1,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/12/2017,1/12/2017,FOOD & BEVERAGE,153.49,2017,BOISE CASCADE COMPANY
,COMMITTEE ON APPROPRIATIONS,2017Q1,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/13/2017,1/13/2017,FOOD & BEVERAGE,46.44,2017,BOISE CASCADE COMPANY
,COMMITTEE ON APPROPRIATIONS,2017Q1,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/25/2017,1/25/2017,FOOD & BEVERAGE,31.66,2017,BOISE CASCADE COMPANY
,COMMITTEE ON APPROPRIATIONS,2017Q1,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/7/2017,2/7/2017,FOOD & BEVERAGE,131.92,2017,BOISE CASCADE COMPANY
,COMMITTEE ON APPROPRIATIONS,2017Q1,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/9/2017,3/9/2017,FOOD & BEVERAGE,89.39,2017,BOISE CASCADE COMPANY
,COMMITTEE ON APPROPRIATIONS,2017Q1,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/22/2017,2/22/2017,FOOD & BEVERAGE,76.08,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/3/2017,1/3/2017,FOOD & BEVERAGE,2.84,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/27/2017,1/27/2017,FOOD & BEVERAGE,58.74,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-I L C MADISON CAFE,1/3/2017,1/28/2017,FOOD & BEVERAGE,972.68,2017,CITI PCARD-I L C MADISON CAFE
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/3/2017,2/3/2017,FOOD & BEVERAGE,1.87,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/13/2017,2/13/2017,FOOD & BEVERAGE,32.9,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/15/2017,2/15/2017,FOOD & BEVERAGE,17.98,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/23/2017,2/23/2017,FOOD & BEVERAGE,107.32,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,31.31,2017,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/13/2016,12/13/2016,FOOD & BEVERAGE,33.45,2016,BOISE CASCADE COMPANY
,COMMITTEE ON AGRICULTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,E0479603,REY MARIA Y.,12/1/2016,12/1/2016,FOOD & BEVERAGE,42,2016,REY MARIA Y.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/24/2017,1/24/2017,FOOD & BEVERAGE,81.39,2017,BOISE CASCADE COMPANY
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/8/2017,2/8/2017,FOOD & BEVERAGE,95.05,2017,BOISE CASCADE COMPANY
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/9/2017,AP,E0494619,HOSKINS ISAAC B.,1/31/2017,1/31/2017,FOOD & BEVERAGE,51,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494601,HOSKINS ISAAC B.,1/10/2017,1/10/2017,FOOD & BEVERAGE,76.5,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494601,HOSKINS ISAAC B.,1/11/2017,1/11/2017,FOOD & BEVERAGE,123.35,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494601,HOSKINS ISAAC B.,1/12/2017,1/12/2017,FOOD & BEVERAGE,59.5,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494601,HOSKINS ISAAC B.,1/24/2017,1/24/2017,FOOD & BEVERAGE,570.76,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494601,HOSKINS ISAAC B.,2/2/2017,2/2/2017,FOOD & BEVERAGE,43.69,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494601,HOSKINS ISAAC B.,2/3/2017,2/3/2017,FOOD & BEVERAGE,201.46,2017,HOSKINS ISAAC B.
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/8/2017,2/8/2017,FOOD & BEVERAGE,62.78,2017,BOISE CASCADE COMPANY
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,56.8,2016,BOISE CASCADE COMPANY
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/17/2017,AP,E0474838,IMPACTOFFICE,12/20/2016,12/20/2016,FOOD & BEVERAGE,977.28,2016,IMPACTOFFICE
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/17/2017,AP,E0479077,HOSKINS ISAAC B.,12/7/2016,12/8/2016,FOOD & BEVERAGE,200.14,2016,HOSKINS ISAAC B.
,COMM ON EDUCATION & WORKFORCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/1/2017,AP,E0483435,IMPACTOFFICE,1/18/2017,1/18/2017,FOOD & BEVERAGE,67.75,2017,IMPACTOFFICE
,COMM ON EDUCATION & WORKFORCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/15/2017,AP,E0487642,IMPACTOFFICE,2/6/2017,2/6/2017,FOOD & BEVERAGE,126.55,2017,IMPACTOFFICE
,COMM ON EDUCATION & WORKFORCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496746,ARAMARK REFRESHMENT SERVICES,3/3/2017,3/3/2017,FOOD & BEVERAGE,58.97,2017,ARAMARK REFRESHMENT SERVICES
,COMM ON EDUCATION & WORKFORCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496759,IMPACTOFFICE,3/3/2017,3/3/2017,FOOD & BEVERAGE,23.67,2017,IMPACTOFFICE
,COMM ON EDUCATION & WORKFORCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496763,ARAMARK REFRESHMENT SERVICES,2/3/2017,2/3/2017,FOOD & BEVERAGE,233.9,2017,ARAMARK REFRESHMENT SERVICES
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/31/2017,AP,E0481458,BLOOMQUIST MICHAEL D.,1/18/2017,1/18/2017,FOOD & BEVERAGE,43.76,2017,BLOOMQUIST MICHAEL D.
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/9/2017,AP,E0483325,GAMBO THERESA N,1/18/2017,1/18/2017,FOOD & BEVERAGE,9.99,2017,GAMBO THERESA N
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/9/2017,AP,E0483325,GAMBO THERESA N,1/19/2017,1/19/2017,FOOD & BEVERAGE,35.54,2017,GAMBO THERESA N
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/9/2017,AP,E0483325,GAMBO THERESA N,1/24/2017,1/24/2017,FOOD & BEVERAGE,76.5,2017,GAMBO THERESA N
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/22/2017,AP,E0487196,ARAMARK REFRESHMENT SERVICES,2/3/2017,2/3/2017,FOOD & BEVERAGE,464.13,2017,ARAMARK REFRESHMENT SERVICES
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0491884,GAMBO THERESA N,2/12/2017,2/13/2017,FOOD & BEVERAGE,879.56,2017,GAMBO THERESA N
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CAPITOL HOST,1/29/2017,2/28/2017,FOOD & BEVERAGE,563.36,2017,CITI PCARD-CAPITOL HOST
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497400,ARAMARK REFRESHMENT SERVICES,3/3/2017,3/3/2017,FOOD & BEVERAGE,350.34,2017,ARAMARK REFRESHMENT SERVICES
,COMMITTEE ON ENERGY & COMMERCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478739,ERTEL ELIZABETH B.,12/31/2016,12/31/2016,FOOD & BEVERAGE,129.27,2016,ERTEL ELIZABETH B.
,COMM ON OVRSIGHT & GOVT REFORM,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/18/2017,AP,E0486609,ARAMARK REFRESHMENT SERVICES,2/3/2017,2/3/2017,FOOD & BEVERAGE,139.94,2017,ARAMARK REFRESHMENT SERVICES
,COMM ON OVRSIGHT & GOVT REFORM,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/1/2017,AP,E0488605,CAPITOL  HOST,2/1/2017,2/1/2017,FOOD & BEVERAGE,282.51,2017,CAPITOL  HOST
,COMM ON OVRSIGHT & GOVT REFORM,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/10/2017,AP,E0496099,ARAMARK REFRESHMENT SERVICES,3/3/2017,3/3/2017,FOOD & BEVERAGE,126.13,2017,ARAMARK REFRESHMENT SERVICES
,COMM ON OVRSIGHT & GOVT REFORM,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/30/2017,AP,E0502008,STAPLES CREDIT PLAN,2/10/2017,2/10/2017,FOOD & BEVERAGE,95.58,2017,STAPLES CREDIT PLAN
,COMM ON OVRSIGHT & GOVT REFORM,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/9/2017,AP,E0485457,STAPLES CREDIT PLAN,12/23/2016,12/23/2016,FOOD & BEVERAGE,59.95,2016,STAPLES CREDIT PLAN
,HOUSE ADMINISTRATION,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/16/2016,12/16/2016,FOOD & BEVERAGE,62.7,2016,BOISE CASCADE COMPANY
,HOUSE ADMINISTRATION,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CHICK-FIL-A,11/29/2016,12/28/2016,FOOD & BEVERAGE,484.55,2016,CITI PCARD-CHICK-FIL-A
,COMMITTEE ON FOREIGN AFFAIRS,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/28/2017,AP,E0497454,GLEASON JOHN S,3/3/2017,3/3/2017,FOOD & BEVERAGE,294.95,2017,GLEASON JOHN S
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/2/2017,AP,E0482234,W.B. MASON CO. INC,1/4/2017,1/4/2017,FOOD & BEVERAGE,59.96,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CREAMERY DD,1/3/2017,1/28/2017,FOOD & BEVERAGE,17,2017,CITI PCARD-CREAMERY DD
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DUNKIN,1/3/2017,1/28/2017,FOOD & BEVERAGE,35.18,2017,CITI PCARD-DUNKIN
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488864,W.B. MASON CO. INC,1/27/2017,1/27/2017,FOOD & BEVERAGE,121.91,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488865,W.B. MASON CO. INC,1/27/2017,1/27/2017,FOOD & BEVERAGE,139.89,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489947,W.B. MASON CO. INC,1/31/2017,1/31/2017,FOOD & BEVERAGE,13.99,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/2/2017,AP,E0491694,W.B. MASON CO. INC,1/27/2017,1/27/2017,FOOD & BEVERAGE,58.95,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/2/2017,AP,E0491695,W.B. MASON CO. INC,1/27/2017,1/27/2017,FOOD & BEVERAGE,65.95,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/2/2017,AP,E0491697,EBY NATASHA Y,2/15/2017,2/15/2017,FOOD & BEVERAGE,64.27,2017,EBY NATASHA Y
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494275,W.B. MASON CO. INC,2/16/2017,2/16/2017,FOOD & BEVERAGE,25.5,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494276,W.B. MASON CO. INC,2/16/2017,2/16/2017,FOOD & BEVERAGE,25.5,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/15/2017,AP,E0495362,EBY NATASHA Y,2/28/2017,2/28/2017,FOOD & BEVERAGE,11.4,2017,EBY NATASHA Y
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CHICK-FIL-A,1/29/2017,2/28/2017,FOOD & BEVERAGE,73.7,2017,CITI PCARD-CHICK-FIL-A
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CREAMERY DD,1/29/2017,2/28/2017,FOOD & BEVERAGE,34,2017,CITI PCARD-CREAMERY DD
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DOMINO'S,1/29/2017,2/28/2017,FOOD & BEVERAGE,178.5,2017,CITI PCARD-DOMINO'S
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HARRIS TEETER,1/29/2017,2/28/2017,FOOD & BEVERAGE,32.52,2017,CITI PCARD-HARRIS TEETER
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499013,W.B. MASON CO. INC,2/27/2017,2/27/2017,FOOD & BEVERAGE,34.5,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499014,W.B. MASON CO. INC,2/27/2017,2/27/2017,FOOD & BEVERAGE,73.5,2017,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/12/2017,AP,E0476589,W.B. MASON CO. INC,12/14/2016,12/14/2016,FOOD & BEVERAGE,235.84,2016,W.B. MASON CO. INC
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CHICK-FIL-A,11/29/2016,12/28/2016,FOOD & BEVERAGE,114.18,2016,CITI PCARD-CHICK-FIL-A
,COMMITTEE ON JUDICIARY,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-GIANT,11/29/2016,12/28/2016,FOOD & BEVERAGE,10.23,2016,CITI PCARD-GIANT
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/9/2017,1/9/2017,FOOD & BEVERAGE,48.17,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,96.2,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/30/2017,1/30/2017,FOOD & BEVERAGE,109.09,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,1/24/2017,1/24/2017,FOOD & BEVERAGE,48.53,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,1/31/2017,1/31/2017,FOOD & BEVERAGE,50.35,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/6/2017,2/6/2017,FOOD & BEVERAGE,11.64,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/6/2017,AP,E0489126,LEGG FLEMING M.,2/14/2017,2/14/2017,FOOD & BEVERAGE,369.62,2017,LEGG FLEMING M.
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494569,LEGG FLEMING M.,2/28/2017,2/28/2017,FOOD & BEVERAGE,136.54,2017,LEGG FLEMING M.
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-ALLANN BROS. COFFEE CO,1/29/2017,2/28/2017,FOOD & BEVERAGE,73.32,2017,CITI PCARD-ALLANN BROS. COFFEE CO
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497542,LEGG FLEMING M.,3/9/2017,3/9/2017,FOOD & BEVERAGE,155.82,2017,LEGG FLEMING M.
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/2/2017,3/2/2017,FOOD & BEVERAGE,100.61,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/15/2017,2/15/2017,FOOD & BEVERAGE,9.22,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,23.05,2017,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,4.61,2016,BOISE CASCADE COMPANY
,TRANSPORTATION-INFRASTRUCTURE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-ALLANN BROS. COFFEE CO,11/29/2016,12/28/2016,FOOD & BEVERAGE,80.88,2016,CITI PCARD-ALLANN BROS. COFFEE CO
